barrido,archivo,f_test_hz,resolucion_hz,peak_freq_hz,peak_amp_dbm,offset_hz,offset_en_bins,noise_floor_dbm,snr_db
barrido 7,sweep_f_test_1970.0kHz.csv,1970000.0,4000.0,1968000.0,-10.31722852,-2000.0,-0.5,-122.9841268,112.66689828
barrido 7,sweep_f_test_2020.0kHz.csv,2020000.0,4000.0,2024000.0,-10.33608772,4000.0,1.0,-123.20584935,112.86976163
barrido 7,sweep_f_test_2070.0kHz.csv,2070000.0,4000.0,2072000.0,-10.35445147,2000.0,0.5,-122.909197,112.55474553
barrido 7,sweep_f_test_2120.0kHz.csv,2120000.0,4000.0,2120000.0,-10.28292502,0.0,0.0,-123.10114165,112.81821663
barrido 7,sweep_f_test_2170.0kHz.csv,2170000.0,4000.0,2168000.0,-10.28637316,-2000.0,-0.5,-122.91157925,112.62520609
barrido 7,sweep_f_test_2220.0kHz.csv,2220000.0,4000.0,2216000.0,-10.29796014,-4000.0,-1.0,-123.1704861,112.87252596
barrido 7,sweep_f_test_2270.0kHz.csv,2270000.0,4000.0,2272000.0,-10.32247376,2000.0,0.5,-123.31742155,112.99494779000001
barrido 7,sweep_f_test_2320.0kHz.csv,2320000.0,4000.0,2320000.0,-10.33690525,0.0,0.0,-123.03538225,112.698477
barrido 7,sweep_f_test_2370.0kHz.csv,2370000.0,4000.0,2368000.0,-10.36043324,-2000.0,-0.5,-123.10215115,112.74171790999999
barrido 7,sweep_f_test_2420.0kHz.csv,2420000.0,4000.0,2416000.0,-10.38455839,-4000.0,-1.0,-123.169907,112.78534861
barrido 7,sweep_f_test_2470.0kHz.csv,2470000.0,4000.0,2472000.0,-10.25302327,2000.0,0.5,-122.9473992,112.69437593
barrido 7,sweep_f_test_2520.0kHz.csv,2520000.0,4000.0,2520000.0,-10.27008229,0.0,0.0,-122.92461804999999,112.65453575999999
barrido 7,sweep_f_test_2570.0kHz.csv,2570000.0,4000.0,2568000.0,-10.2836925,-2000.0,-0.5,-122.69632355,112.41263105
barrido 7,sweep_f_test_2620.0kHz.csv,2620000.0,4000.0,2624000.0,-10.30364496,4000.0,1.0,-123.06932355000001,112.76567859000001
barrido 7,sweep_f_test_2670.0kHz.csv,2670000.0,4000.0,2672000.0,-10.3203762,2000.0,0.5,-122.8051912,112.484815
barrido 7,sweep_f_test_2720.0kHz.csv,2720000.0,4000.0,2720000.0,-10.34745707,0.0,0.0,-122.69690425,112.34944718
barrido 7,sweep_f_test_2770.0kHz.csv,2770000.0,4000.0,2768000.0,-10.36137863,-2000.0,-0.5,-122.59434275,112.23296411999999
barrido 7,sweep_f_test_2820.0kHz.csv,2820000.0,4000.0,2816000.0,-10.29117534,-4000.0,-1.0,-122.7933274,112.50215206
barrido 7,sweep_f_test_2870.0kHz.csv,2870000.0,4000.0,2872000.0,-10.30466051,2000.0,0.5,-122.66737755,112.36271703999999
barrido 7,sweep_f_test_2920.0kHz.csv,2920000.0,4000.0,2920000.0,-10.31507067,0.0,0.0,-122.78910425,112.47403358
barrido 7,sweep_f_test_2970.0kHz.csv,2970000.0,4000.0,2968000.0,-10.33033829,-2000.0,-0.5,-122.93109525,112.60075696
barrido 7,sweep_f_test_3020.0kHz.csv,3020000.0,4000.0,3016000.0,-10.34582203,-4000.0,-1.0,-122.9190543,112.57323227
barrido 7,sweep_f_test_3070.0kHz.csv,3070000.0,4000.0,3072000.0,-10.37319672,2000.0,0.5,-122.9439696,112.57077288
barrido 7,sweep_f_test_3120.0kHz.csv,3120000.0,4000.0,3120000.0,-10.38310177,0.0,0.0,-122.92647769999999,112.54337593
barrido 7,sweep_f_test_3170.0kHz.csv,3170000.0,4000.0,3168000.0,-10.39690317,-2000.0,-0.5,-123.01894025,112.62203708
barrido 7,sweep_f_test_3220.0kHz.csv,3220000.0,4000.0,3224000.0,-10.32638111,4000.0,1.0,-122.9094844,112.58310329
barrido 7,sweep_f_test_3270.0kHz.csv,3270000.0,4000.0,3272000.0,-10.32874111,2000.0,0.5,-122.883055,112.55431389
barrido 7,sweep_f_test_3320.0kHz.csv,3320000.0,4000.0,3320000.0,-10.34293332,0.0,0.0,-122.79149050000001,112.44855718000001
barrido 7,sweep_f_test_3370.0kHz.csv,3370000.0,4000.0,3368000.0,-10.35555063,-2000.0,-0.5,-122.92379305,112.56824242
barrido 7,sweep_f_test_3420.0kHz.csv,3420000.0,4000.0,3424000.0,-10.37865349,4000.0,1.0,-122.8277611,112.44910761
barrido 7,sweep_f_test_3470.0kHz.csv,3470000.0,4000.0,3472000.0,-10.39288677,2000.0,0.5,-122.475132,112.08224523
barrido 7,sweep_f_test_3520.0kHz.csv,3520000.0,4000.0,3520000.0,-10.4229013,0.0,0.0,-122.71300015,112.29009884999999
barrido 7,sweep_f_test_3570.0kHz.csv,3570000.0,4000.0,3568000.0,-10.32773633,-2000.0,-0.5,-122.74042990000001,112.41269357000002
barrido 7,sweep_f_test_3620.0kHz.csv,3620000.0,4000.0,3616000.0,-10.33196443,-4000.0,-1.0,-122.83890235,112.50693792
barrido 7,sweep_f_test_3670.0kHz.csv,3670000.0,4000.0,3672000.0,-10.35340992,2000.0,0.5,-122.9344445,112.58103458
barrido 7,sweep_f_test_3720.0kHz.csv,3720000.0,4000.0,3720000.0,-10.36545615,0.0,0.0,-122.7697231,112.40426695
barrido 7,sweep_f_test_3770.0kHz.csv,3770000.0,4000.0,3768000.0,-10.38799734,-2000.0,-0.5,-122.51778494999999,112.12978761
barrido 7,sweep_f_test_3820.0kHz.csv,3820000.0,4000.0,3816000.0,-10.40722873,-4000.0,-1.0,-122.8697271,112.46249837
barrido 7,sweep_f_test_3870.0kHz.csv,3870000.0,4000.0,3872000.0,-10.43908407,2000.0,0.5,-122.69525580000001,112.25617173
barrido 7,sweep_f_test_3920.0kHz.csv,3920000.0,4000.0,3920000.0,-10.32430811,0.0,0.0,-122.6406798,112.31637169
barrido 7,sweep_f_test_3970.0kHz.csv,3970000.0,4000.0,3968000.0,-10.34027883,-2000.0,-0.5,-122.8575508,112.51727197
barrido 7,sweep_f_test_4020.0kHz.csv,4020000.0,4000.0,4024000.0,-10.36371876,4000.0,1.0,-122.6981332,112.33441444
barrido 7,sweep_f_test_4070.0kHz.csv,4070000.0,4000.0,4072000.0,-10.37399068,2000.0,0.5,-122.39482135,112.02083067
barrido 7,sweep_f_test_4120.0kHz.csv,4120000.0,4000.0,4120000.0,-10.39661057,0.0,0.0,-122.4217936,112.02518303
barrido 7,sweep_f_test_4170.0kHz.csv,4170000.0,4000.0,4168000.0,-10.41249873,-2000.0,-0.5,-122.840114,112.42761527
barrido 7,sweep_f_test_4220.0kHz.csv,4220000.0,4000.0,4216000.0,-10.43635644,-4000.0,-1.0,-122.0982008,111.66184436
barrido 7,sweep_f_test_4270.0kHz.csv,4270000.0,4000.0,4272000.0,-10.44440921,2000.0,0.5,-122.71141180000001,112.26700259
barrido 7,sweep_f_test_4320.0kHz.csv,4320000.0,4000.0,4320000.0,-10.35642731,0.0,0.0,-122.28297235,111.92654504
barrido 7,sweep_f_test_4370.0kHz.csv,4370000.0,4000.0,4368000.0,-10.37123058,-2000.0,-0.5,-122.55681105,112.18558046999999
barrido 7,sweep_f_test_4420.0kHz.csv,4420000.0,4000.0,4416000.0,-10.37921678,-4000.0,-1.0,-122.31036475,111.93114797000001
barrido 7,sweep_f_test_4470.0kHz.csv,4470000.0,4000.0,4472000.0,-10.4033602,2000.0,0.5,-122.26975645,111.86639625000001
barrido 7,sweep_f_test_4520.0kHz.csv,4520000.0,4000.0,4520000.0,-10.41440128,0.0,0.0,-121.90543975,111.49103847
barrido 8,sweep_f_test_5100.0kHz.csv,5100000.0,5000.0,5100000.0,-10.3934209,0.0,0.0,-123.54171794999999,113.14829705
barrido 8,sweep_f_test_5250.0kHz.csv,5250000.0,5000.0,5250000.0,-10.43417747,0.0,0.0,-123.32495655,112.89077908
barrido 8,sweep_f_test_5400.0kHz.csv,5400000.0,5000.0,5400000.0,-10.36730109,0.0,0.0,-122.86770675,112.50040566
barrido 8,sweep_f_test_5550.0kHz.csv,5550000.0,5000.0,5550000.0,-10.41890356,0.0,0.0,-122.86202705,112.44312348999999
barrido 8,sweep_f_test_5700.0kHz.csv,5700000.0,5000.0,5700000.0,-10.4649845,0.0,0.0,-123.07170545,112.60672095
barrido 8,sweep_f_test_5850.0kHz.csv,5850000.0,5000.0,5850000.0,-10.39679439,0.0,0.0,-123.2760811,112.87928671
barrido 8,sweep_f_test_6000.0kHz.csv,6000000.0,5000.0,6000000.0,-10.44601512,0.0,0.0,-123.26375965,112.81774453
barrido 8,sweep_f_test_6150.0kHz.csv,6150000.0,5000.0,6150000.0,-10.50470797,0.0,0.0,-123.18045845,112.67575048
barrido 8,sweep_f_test_6300.0kHz.csv,6300000.0,5000.0,6300000.0,-10.42559542,0.0,0.0,-123.1691534,112.74355797999999
barrido 8,sweep_f_test_6450.0kHz.csv,6450000.0,5000.0,6450000.0,-10.47422964,0.0,0.0,-123.2744107,112.80018106
barrido 8,sweep_f_test_6600.0kHz.csv,6600000.0,5000.0,6600000.0,-10.4040371,0.0,0.0,-122.89524205000001,112.49120495000001
barrido 8,sweep_f_test_6750.0kHz.csv,6750000.0,5000.0,6750000.0,-10.45678103,0.0,0.0,-122.99047680000001,112.53369577000001
barrido 8,sweep_f_test_6900.0kHz.csv,6900000.0,5000.0,6900000.0,-10.50636807,0.0,0.0,-122.9543772,112.44800913
barrido 8,sweep_f_test_7050.0kHz.csv,7050000.0,5000.0,7050000.0,-10.43241782,0.0,0.0,-123.10707045000001,112.67465263000001
barrido 8,sweep_f_test_7200.0kHz.csv,7200000.0,5000.0,7200000.0,-10.48610185,0.0,0.0,-122.8600776,112.37397575
barrido 8,sweep_f_test_7350.0kHz.csv,7350000.0,5000.0,7350000.0,-10.42588644,0.0,0.0,-123.31072234999999,112.88483590999999
barrido 8,sweep_f_test_7500.0kHz.csv,7500000.0,5000.0,7500000.0,-10.46165161,0.0,0.0,-122.9333659,112.47171429
barrido 8,sweep_f_test_7650.0kHz.csv,7650000.0,5000.0,7650000.0,-10.52035424,0.0,0.0,-122.98313475,112.46278051
barrido 8,sweep_f_test_7800.0kHz.csv,7800000.0,5000.0,7800000.0,-10.43939426,0.0,0.0,-123.00017675,112.56078249
barrido 8,sweep_f_test_7950.0kHz.csv,7950000.0,5000.0,7950000.0,-10.48751419,0.0,0.0,-123.05809475,112.57058056
barrido 8,sweep_f_test_8100.0kHz.csv,8100000.0,5000.0,8100000.0,-10.42411628,0.0,0.0,-123.30149325,112.87737697
barrido 8,sweep_f_test_8250.0kHz.csv,8250000.0,5000.0,8250000.0,-10.46493058,0.0,0.0,-123.03797735,112.57304677
barrido 8,sweep_f_test_8400.0kHz.csv,8400000.0,5000.0,8400000.0,-10.5104411,0.0,0.0,-123.0777495,112.5673084
barrido 8,sweep_f_test_8550.0kHz.csv,8550000.0,5000.0,8550000.0,-10.44061518,0.0,0.0,-122.87228245,112.43166727
barrido 8,sweep_f_test_8700.0kHz.csv,8700000.0,5000.0,8700000.0,-10.49357416,0.0,0.0,-122.97311295,112.47953879
barrido 8,sweep_f_test_8850.0kHz.csv,8850000.0,5000.0,8850000.0,-10.43825605,0.0,0.0,-123.0363373,112.59808125
barrido 8,sweep_f_test_9000.0kHz.csv,9000000.0,5000.0,9000000.0,-10.46783849,0.0,0.0,-123.1115992,112.64376071
barrido 8,sweep_f_test_9150.0kHz.csv,9150000.0,5000.0,9150000.0,-10.51956535,0.0,0.0,-122.8806857,112.36112035
barrido 8,sweep_f_test_9300.0kHz.csv,9300000.0,5000.0,9300000.0,-10.44805238,0.0,0.0,-123.07815125,112.63009887000001
barrido 8,sweep_f_test_9450.0kHz.csv,9450000.0,5000.0,9450000.0,-10.50050283,0.0,0.0,-122.94992935,112.44942652
barrido 9,sweep_f_test_10300.0kHz.csv,10300000.0,5000.0,10300000.0,-10.54097265,0.0,0.0,-122.9659358,112.42496315
barrido 9,sweep_f_test_10450.0kHz.csv,10450000.0,5000.0,10450000.0,-10.46949904,0.0,0.0,-123.30505395,112.83555491
barrido 9,sweep_f_test_10600.0kHz.csv,10600000.0,5000.0,10600000.0,-10.52251863,0.0,0.0,-123.08246915000001,112.55995052
barrido 9,sweep_f_test_10750.0kHz.csv,10750000.0,5000.0,10750000.0,-10.56040271,0.0,0.0,-123.52276615,112.96236343999999
barrido 9,sweep_f_test_10900.0kHz.csv,10900000.0,5000.0,10900000.0,-10.49306257,0.0,0.0,-123.4211388,112.92807622999999
barrido 9,sweep_f_test_11050.0kHz.csv,11050000.0,5000.0,11050000.0,-10.55618633,0.0,0.0,-123.0989141,112.54272777
barrido 9,sweep_f_test_11200.0kHz.csv,11200000.0,5000.0,11200000.0,-10.49289967,0.0,0.0,-123.03364915,112.54074948
barrido 9,sweep_f_test_11350.0kHz.csv,11350000.0,5000.0,11350000.0,-10.5261622,0.0,0.0,-122.8926152,112.36645299999999
barrido 9,sweep_f_test_11500.0kHz.csv,11500000.0,5000.0,11500000.0,-10.58790412,0.0,0.0,-123.21346274999999,112.62555862999999
barrido 9,sweep_f_test_11650.0kHz.csv,11650000.0,5000.0,11650000.0,-10.50500481,0.0,0.0,-123.19645980000001,112.69145499000001
barrido 9,sweep_f_test_11800.0kHz.csv,11800000.0,5000.0,11800000.0,-10.55783199,0.0,0.0,-123.23643865,112.67860666
barrido 9,sweep_f_test_11950.0kHz.csv,11950000.0,5000.0,11950000.0,-10.50022286,0.0,0.0,-123.16553925,112.66531639
barrido 9,sweep_f_test_12100.0kHz.csv,12100000.0,5000.0,12100000.0,-10.52936583,0.0,0.0,-123.2802822,112.75091637
barrido 9,sweep_f_test_12250.0kHz.csv,12250000.0,5000.0,12250000.0,-10.58538213,0.0,0.0,-123.24451830000001,112.65913617000001
barrido 9,sweep_f_test_12400.0kHz.csv,12400000.0,5000.0,12400000.0,-10.51399729,0.0,0.0,-122.9238765,112.40987921
barrido 9,sweep_f_test_12550.0kHz.csv,12550000.0,5000.0,12550000.0,-10.55929233,0.0,0.0,-123.26602235,112.70673002
barrido 9,sweep_f_test_12700.0kHz.csv,12700000.0,5000.0,12700000.0,-10.49252625,0.0,0.0,-122.9895252,112.49699895
barrido 9,sweep_f_test_12850.0kHz.csv,12850000.0,5000.0,12850000.0,-10.53130036,0.0,0.0,-122.9746452,112.44334484
barrido 9,sweep_f_test_13000.0kHz.csv,13000000.0,5000.0,13000000.0,-10.58799268,0.0,0.0,-123.2003505,112.61235782
barrido 9,sweep_f_test_13150.0kHz.csv,13150000.0,5000.0,13150000.0,-10.51685788,0.0,0.0,-123.25544074999999,112.73858286999999
barrido 9,sweep_f_test_13300.0kHz.csv,13300000.0,5000.0,13300000.0,-10.56422352,0.0,0.0,-122.85575165,112.29152813
barrido 9,sweep_f_test_13450.0kHz.csv,13450000.0,5000.0,13450000.0,-10.60235969,0.0,0.0,-123.00161835,112.39925866
barrido 9,sweep_f_test_13600.0kHz.csv,13600000.0,5000.0,13600000.0,-10.53886292,0.0,0.0,-123.0743633,112.53550038
barrido 9,sweep_f_test_13750.0kHz.csv,13750000.0,5000.0,13750000.0,-10.60006089,0.0,0.0,-123.0971663,112.49710541
barrido 9,sweep_f_test_13900.0kHz.csv,13900000.0,5000.0,13900000.0,-10.53315241,0.0,0.0,-122.91950975,112.38635734
barrido 9,sweep_f_test_14050.0kHz.csv,14050000.0,5000.0,14050000.0,-10.56544348,0.0,0.0,-122.9852599,112.41981642
barrido 9,sweep_f_test_14200.0kHz.csv,14200000.0,5000.0,14200000.0,-10.63235162,0.0,0.0,-123.44914445,112.81679283000001
barrido 9,sweep_f_test_14350.0kHz.csv,14350000.0,5000.0,14350000.0,-10.5497659,0.0,0.0,-123.2859428,112.7361769
barrido 9,sweep_f_test_14500.0kHz.csv,14500000.0,5000.0,14500000.0,-10.60018956,0.0,0.0,-123.00949505,112.40930549
barrido 9,sweep_f_test_14650.0kHz.csv,14650000.0,5000.0,14650000.0,-10.54412732,0.0,0.0,-122.91528124999999,112.37115392999999
barrido 9,sweep_f_test_14800.0kHz.csv,14800000.0,5000.0,14800000.0,-10.56957602,0.0,0.0,-122.98123465,112.41165863
